#separator:tab
#html:true
ボタン,ボタン,ボタン,n,button,ボタンを押しましたか。,ボタンを 押[お]しましたか。,Did you push the button?,
ホテル,ホテル,ホテル,n,hotel,このホテルはあのホテルより良い。,このホテルはあのホテルより 良[よ]い。,This hotel is better than that hotel.,
まずい,まずい,まずい,adj-i,unappetising; unpleasant | unskillful; awkward,そのミルクはまずかった。,そのミルクはまずかった。,The milk tasted bad.,
また,また,また,adv;conj;pref,again,また会いましょうね。,また 会[あ]いましょうね。,Let's meet again.,
まだ,まだ,まだ,adv,still,トムがまだ来ていません。,トムがまだ 来[き]ていません。,Tom hasn't come yet.,
まっすぐ,まっすぐ,まっすぐ,adj-na;adv;n,straight ahead | honest; frank,この道をまっすぐ行きなさい。,この 道[みち]をまっすぐ 行[い]きなさい。,Go straight along this street.,
マッチ,マッチ,マッチ,vs,to match with; to go well with | match (tool to light a fire),彼はマッチをすった。,彼[かれ]はマッチをすった。,He struck a match.,
メートル,メートル,メートル,n,meter (unit of measure),その池は３メートルの深さです。,その 池[いけ]は ３[さん]メートルの 深[ふか]さです。,That pond is 3 meters deep.,
もう,もう,もう,adv,already | soon; shortly,もう食べましたか？,もう 食[た]べましたか？,Did you already eat?,
もう一度,もう 一度[いちど],もういちど,exp,once more; again,もう一度言ってください。,もう 一度[いちど] 言[い]ってください。,Please say it again.,
もしもし,もしもし,もしもし,int,hello (e.g. on phone),,,,
もちろん,もちろん,もちろん,adv,of course,もちろん、お家に来ていいよ。,もちろん、お 家[うち]に 来[き]ていいよ。,Of course you can come over (to our place).,
もっと,もっと,もっと,adv,(some) more; longer; further,もっと安いのはありますか。,もっと 安[やす]いのはありますか。,Is there anything cheaper?,
やる,やる,やる,v5r;vt,to do,やることはいっぱいあります。,やることはいっぱいあります。,There are many things to do.,
ゆっくりと,ゆっくりと,ゆっくりと,,slowly,ゆっくり歩いて。,ゆっくり 歩[ある]いて。,Please walk slowly.,
よく,よく,よく,adv,well; skillfully | frequently; often,ラーメンをよく食べますか？,ラーメンをよく 食[た]べますか？,Do you eat ramen often?,
ラジオ,ラジオ,ラジオ,n,radio,ラジオを聞いています。,ラジオを 聞[き]いています。,I'm listening to the radio.,
レコード,レコード,レコード,n,record (e.g. LP) | record (e.g. in sports),彼はレコードを買います。,彼[かれ]はレコードを 買[か]います。,He will buy a record.,
レストラン,レストラン,レストラン,n,restaurant,あの建物の39階にレストランがあります。,あの 建物[たてもの]の39 階[かい]にレストランがあります。,There is a restaurant on the 39th floor of that building.,
ワイシャツ,ワイシャツ,ワイシャツ,n,dress shirt (button down shirt),デートだからワイシャツを着る。,デートだからワイシャツを 着[き]る。,I will wear a dress shirt because it is a date.,
一,一[いち],いち,num,one,,,,
一つ,一つ[ひとつ],ひとつ,ctr,one (general counter),,,,
一人,一人[ひとり],ひとり,n,one person,,,,
一日,一日[ついたち],ついたち,n,first day of the month,1月一日は正月です。,1月[いちがつ] 一日[ついたち]は 正月[しょうがつ]です。,January 1st is New Year's Day.,
一昨年,一昨年[おととし],おととし,n-adv;n-t,year before last,一昨年日本に行きました。,一昨年[おととし] 日本[にほん]に 行[い]きました。,I went to Japan the year before last.,
一昨日,一昨日[おととい],おととい,n-adv;n-t,day before yesterday,一昨日成田に着きました。,一昨日[おととい] 成田[なりた]に 着[つ]きました。,I arrived at Narita the day before yesterday.,
一月,一月[いちがつ],いちがつ,n-adv,January,一月は雪が降る。,一月[いちがつ]は 雪[ゆき]が 降[ふ]る。,It snows in January.,
一番,一番[いちばん],いちばん,n;adj-no,first | best; most,これは東京で一番おいしい寿司です。,これは 東京[とうきょう]で 一番[いちばん]おいしい 寿司[すし]です。,This is the most delicious sushi in Tokyo.,
一緒,一緒[いっしょ],いっしょ,n-adv;n;adj-no,together | at the same time,宿題を一緒にしよう。,宿題[しゅくだい]を 一緒[いっしょ]にしよう。,Let's do the homework together.,
七,七[しち],しち,num,seven,,"#NAME?",,
七つ,七つ[ななつ],ななつ,ctr,seven (general counter),,"#NAME?",,
七日,七日[なのか],なのか,n-adv,the seventh day of the month,,"#NAME?",,
万,万[まん],まん,num,10;000; ten thousand,あのアパートは10万円ぐらいです。,あのアパートは10 万[まん] 円[えん]ぐらいです。,That apartment is about 100;000 yen.,
丈夫,丈夫[じょうぶ],じょうぶ,adj-na,healthy; robust; solid; durable,この縄は丈夫だ。,この 縄[なわ]は 丈夫[じょうぶ]だ。,This rope is sturdy.,
三,三[さん],さん,num,three,,"#NAME?",,
三つ,三つ[みっつ],みっつ,ctr,three (general counter),,"#NAME?",,
三日,三日[みっか],みっか,n,the third day of the month,,"#NAME?",,
