回,huí,to return; to reply; to go back,我回来了。,Wǒ huílái le.,I'm back.
工作,gōngzuò,work; a job,工作完成了。,Gōngzuò wánchéng le.,The work is completed.
钱,qián,money; coin,他很有钱。,Tā hěn yǒu qián.,He's a rich man.
吃,chī,eat,她在吃早餐。,Tā zài chī zǎocān.,She's eating her breakfast.
开,kāi,to open; to start; to operate (a vehicle),开门看看。,Kāimén kànkan.,Open the door and take a look.
家,jiā,family; home,我家在二楼。,Wǒ jiā zài èr lóu.,My home is on the second floor.
哪,nǎ,which; how,哪个比较大？,Nǎge bǐjiào dà?,Which is bigger?
朋友,péngyou,friend,我认识了新朋友。,Wǒ rènshile xīn péngyou.,I have made a new friend.
妈妈,māma,mom; mum,妈妈很疼爱我。,Māma hěn téng'ài wǒ.,Mom loves me very much.
今天,jīntiān,today,病人今天好多了。,Bìngrén jīntiān hǎoduō le.,The patient is much better today.
几,jǐ,how many; several; a few,现在几点钟？,Xiànzài jǐ diǎn zhōng?,What time is it now?
爸爸,bàba,Dad,爸爸比我高很多。,Bàba bǐ wǒ gāo hěn duō.,My father is much taller than me.
些,xiē,some; few; several; (plural measure word),这些花很漂亮。,Zhèxiē huā hěn piàoliang.,These flowers are very beautiful.
怎么样,zěnmeyàng,how about?; how is/was it?,这件衣服怎么样？,Zhè jiàn yīfu zěnmeyàng?,How do you like this dress?
对不起,duìbuqǐ,I'm sorry; excuse me,对不起让你失望了。,Duìbuqǐ ràng nǐ shīwàng le.,I'm sorry to have disappointed you.
住,zhù,to live; reside; to stop,我住在二楼。,Wǒ zhù zài èr lóu.,I live on the second floor.
三,sān,three,我下午三点上课。,Wǒ xiàwǔ sān diǎn shàngkè.,I have a lesson at 3:00 p.m.
高兴,gāoxìng,happy; glad,孩子们玩得非常高兴。,Háizimen wán de fēicháng gāoxìng.,The children were extremely happy playing.
买,mǎi,to buy,我买了三本书。,Wǒ mǎile sān běn shū.,I bought three books.
医生,yīshēng,doctor,在中国，医生也叫大夫。,Zài Zhōngguó,In China
哪儿,nǎr,where? (Beijing accent),这里是哪儿？,Zhèli shì nǎr?,Where are we?
字,zì,letter; character,我不认识这个字。,Wǒ bú rènshi zhège zì.,I don't know this character.
名字,míngzi,name,你叫什么名字？,Nǐ jiào shénme míngzi?,What's your name?
认识,rènshi,recognize; know (a person),我认识这个汉字。,Wǒ rènshi zhège Hànzì.,I know this Chinese character.
坐,zuò,sit,请坐。,Qǐng zuò.,Please be seated.
喝,hē,to drink,他喜欢喝酒。,Tā xǐhuan hējiǔ.,He likes drinking alcohol.
写,xiě,to write; to compose,他不会写字。,Tā bú huì xiězì.,He can't write.
月,yuè,moon; month; flesh (radical),她下个月生孩子。,Tā xià gè yuè shēng háizi.,Her baby is due next month.
号,hào,number; day of a month,这是我的电话号码。,Zhè shì wǒ de diànhuà hàomǎ.,This is my telephone number.
狗,gǒu,dog,我有一只小狗。,Wǒ yǒu yī zhī xiǎogǒu.,I've got a little dog.
岁,suì,years old; age,他都十岁了。,Tā dōu shí suì le.,He's already ten years old.
看见,kànjiàn,see; catch sight of,我看见他了。,Wǒ kànjiàn tā le.,I saw him.
打电话,dǎ diànhuà,make a phone call,我明天打电话给你。,Wǒ míngtiān dǎ diànhuà gěi nǐ.,I'll call you tomorrow.
喂,wèi,hello (on the phone),喂，你好。,Wèi,Hey
儿子,érzi,son,他是我的儿子。,Tā shì wǒ de érzi.,He's my son.
漂亮,piàoliang,pretty; beautiful,这朵花很漂亮。,Zhè duǒ huā hěn piàoliang.,This flower is very pretty.
分钟,fēnzhōng,minute; (measure word for time),十分钟后开会。,Shí fēnzhōng hòu kāihuì.,The meeting will start in 10 minutes.
再见,zàijiàn,goodbye; see you later,我不想和你说再见。,Wǒ bù xiǎng hé nǐ shuō zàijiàn.,I don't want to say goodbye to you.
本,běn,measure word for books,那本书是我的。,Nà běn shū shì wǒ de.,That book is mine.
明天,míngtiān,tomorrow,我希望明天不下雨。,Wǒ xīwàng míngtiān bú xiàyǔ.,I hope it won't rain tomorrow.
少,shǎo,few; little,路上的行人很少。,Lùshang de xíngrén hěn shǎo.,There are very few pedestrians on the street.
多少,duōshao,how much?; how many?,这件衣服多少钱？,Zhè jiàn yīfu duōshǎo qián?,How much does the suit cost?
块,kuài,lump; piece; sum of money,我有一百块钱。,Wǒ yǒu yībǎi kuài qián.,I've got one hundred RMB.
女儿,nǚ'ér,daughter,他们的女儿很可爱。,Tāmen de nǚ'ér hěn kě'ài.,Their daughter is lovely.
小姐,xiǎojie,young lady; miss; Ms.,小姐，你好。,Xiǎojie,Hello
衣服,yīfu,clothes,这件衣服多少钱？,Zhè jiàn yīfu duōshǎo qián?,How much does the suit cost?
水,shuǐ,water,请给我一杯水。,Qǐng gěi wǒ yì bēi shuǐ.,Please give me a glass of water.
学校,xuéxiào,school,学校里很安静。,Xuéxiào li hěn ānjìng.,It's very quiet inside the school.
电影,diànyǐng,movie; film,我去看电影了。,Wǒ qù kàn diànyǐng le.,I went to see a movie.
书,shū,book; letter,我买了一本书。,Wǒ mǎile yì běn shū.,I bought a book.
四,sì,four,我家有四个人。,Wǒ jiā yǒu sì gè rén.,There are four people in my family.
五,wǔ,five,已经五点了。,Yǐjing wǔ diǎn le.,It's already five o'clock.
医院,yīyuàn,hospital,妈妈在医院工作。,Māma zài yīyuàn gōngzuò.,Mom works in a hospital.
没关系,méi guānxi,it doesn't matter; never mind,输一场比赛没关系。,Shū yì chǎng bǐsài méiguānxi.,It doesn't matter if you lose one game.
飞机,fēijī,airplane,飞机九点起飞。,Fēijī jiǔ diǎn qǐfēi.,The airplane departs at 9:00.
二,èr,two,下个月是二月。,Xià gè yuè shì èryuè.,Next month is February.
电视,diànshì,television; TV,我在电视台工作。,Wǒ zài diànshìtái gōngzuò.,I work at a television station.
读,dú,to read; to study,他们在读一本书。,Tāmen zài dú yī běn shū.,They're reading a book.
后面,hòumian,back; behind,太阳消失在云层后面。,Tàiyáng xiāoshī zài yúncéng hòumian.,The sun is disappearing behind the clouds.
昨天,zuótiān,yesterday,我从昨天开始戒烟。,Wǒ cóng zuótiān kāishǐ jièyān.,I've stopped smoking as of yesterday.
睡觉,shuì jiào,to sleep; go to bed,我通常11点睡觉。,Wǒ tōngcháng shíyī diǎn shuìjiào.,I usually sleep at eleven o'clock.
六,liù,six,我弟弟六岁了。,Wǒ dìdi liù suì le.,My younger brother is six years old.
老师,lǎoshī,teacher,她是我的老师。,Tā shì wǒ de lǎoshī.,She's my teacher.
星期,xīngqī,week,一个星期有七天。,Yí gè xīngqī yǒu qī tiān.,There are seven days in a week.
十,shí,ten,我能从一数到十。,Wǒ néng cóng yī shǔ dào shí.,I can count from one to ten.
猫,māo,cat,它是我的猫。,Tā shì wǒ de māo.,It's my cat.
电脑,diànnǎo,computer,电脑的用途很广。,Diànnǎo de yòngtú hěn guǎng.,Computers have many uses.
热,rè,heat; hot,今天太热了！,Jīntiān tài rè le!,It's so hot today!
学生,xuésheng,student,他们是外国留学生。,Tāmen shì wàiguó liúxuéshēng.,They're foreign students.
下午,xiàwǔ,afternoon,我下午三点上课。,Wǒ xiàwǔ sān diǎn shàngkè.,I have a lesson at 3:00 p.m.
学习,xuéxí,learn; to study,他们在图书馆里学习。,Tāmen zài túshūguǎn lǐ xuéxí.,They're studying in the library.
冷,lěng,cold,天气很冷。,Tiānqì hěn lěng.,The weather is very cold.
不客气,bụ̀ kèqi,you're welcome; don't be polite,不客气，我很愿意帮助你！,Búkèqi,Think nothing of it
前面,qiánmiàn,in front,房子前面有一辆车。,Fángzi qiánmian yǒu yī liàng chē.,There's a car in front of the house.
八,bā,eight,妹妹八岁了。,Mèimei bā suì le.,My younger sister is eight years old.
中国,Zhōngguó,China,在中国，医生也叫大夫。,Zài Zhōngguó,In China
七,qī,seven,长城是七大奇迹之一。,Chángchéng shì qī dà qíjì zhī yī.,The Great Wall is one of the seven wonders of the world.
菜,cài,dish (type of food); vegetables,桌上摆了很多菜。,Zhuō shàng bǎile hěn duō cài.,There are a lot of dishes on the table.
桌子,zhuōzi,table; desk,桌子上有一杯咖啡。,Zhuōzi shàng yǒu yī bēi kāfēi.,There is a cup of coffee on the table.
出租车,chūzūchē,taxi; cab,我乘出租车离开。,Wǒ chéng chūzūchē líkāi.,I'm leaving by taxi.
天气,tiānqì,weather,今天天气很好。,Jīntiān tiānqì hěn hǎo.,The weather is nice today.
茶,chá,tea,你喝茶还是咖啡？,Nǐ hē chá háishi kāfēi?,Would you prefer tea or coffee?
九,jiǔ,nine,现在是九点。,Xiànzài shì jiǔ diǎn.,It's nine o'clock now.
商店,shāngdiàn,shop; store,商店关门了。,Shāngdiàn guānmén le.,The shop is closed.
椅子,yǐzi,chair,这儿有一把椅子。,Zhèr yǒu yì bǎ yǐzi.,There is a chair here.
同学,tóngxué,fellow student; schoolmate,我和她是同学。,Wǒ hé tā shì tóngxué.,She and I are schoolmates.
一点儿,yìdiǎnr,a bit; a few,我只有一点儿钱。,,
苹果,píngguǒ,apple,这个苹果很大。,Zhège píngguǒ hěn dà.,This apple is very big.
饭店,fàndiàn,restaurant; hotel,南边有饭店。,Nánbiān yǒu fàndiàn.,There is a hotel at the south end.
中午,zhōngwǔ,noon; midday,她一直等到中午。,Tā yīzhí děngdào zhōngwǔ.,She waited all the way till noon.
上午,shàngwǔ,late morning (before noon),今天上午考试。,Jīntiān shàngwǔ kǎoshì.,I'm taking a test this morning.
水果,shuǐguǒ,fruit,我买了蔬菜、水果等等。,Wǒ mǎile shūcài,I bought vegetables
杯子,bēizi,cup; glass,桌上放着一个杯子。,Zhuō shàng fàngzhe yí gè bēizi.,There is a glass on the table.
下雨,xiàyǔ,to rain,外面在下雨。,Wàimian zài xiàyǔ.,It's raining outside.
米饭,mǐfàn,(cooked) rice,我们喜欢吃米饭。,Wǒmen xǐhuan chī mǐfàn.,We like eating rice.
北京,Běijīng,Beijing,天安门广场位于北京市中心。,Tiān'ānmén Guǎngchǎng wèiyú Běijīng Shì zhōngxīn.,Tiananmen Square is in the center of Beijing.
汉语,Hànyǔ,Chinese language,你会说汉语吗？,Nǐ huì shuō Hànyǔ ma?,Can you speak Chinese?
